,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
Fibroblasts_tumorfront_GranzymeB,536.0,0.07429191313185776,0.17100826818148313,0.3119340032445942,0.685848572277046
Fibroblasts_tumorfront_Ki67,664.5,0.004556124558960949,0.5144301741167495,0.6354705444996186,0.8747395673240275
Fibroblasts_tumorfront_CD44,780.5,-0.03584013713214104,0.2285840593463782,0.07142108315905056,0.7442271699649523
Fibroblasts_tumorfront_pERK,462.5,0.07745323801815535,0.06358635031400892,0.06280457039276607,0.684545263302947
Fibroblasts_tumorfront_pMAPKAPK2,502.0,0.054814617388510206,0.13624463736002262,0.16029357795454868,0.684545263302947
Fibroblasts_tumorfront_pS6,453.0,0.22576452024603377,0.027845579542665495,0.04879926562120192,0.5598383109751122
CD4 T cells naive_stromal_pp38,563.5,0.00558503898903541,0.41984240845570087,0.4880667988887828,0.8668239156911446
CD4 T cells naive_stromal_pSTAT1,675.5,-0.002074784157080109,0.5484068496290422,0.5555773383662996,0.8997071978418107
CD4 T cells naive_stromal_pSTAT3,554.0,0.0036671649731199116,0.49592255463053037,0.42187856745568075,0.8668239156911446
CD4 T cells naive_stromal_CD36,633.0,-0.007777070438856226,0.6055448323982533,0.9217511223405098,0.9116965091113983
CD4 T cells naive_stromal_E-Cadherin,511.0,0.004564243496479936,0.662148385536721,0.193574036578668,0.9157643707198478
CD4 T cells naive_stromal_VEGF,458.0,0.016769961928886926,0.17063785476958485,0.05580439795722975,0.685848572277046
CD4 T cells naive_stromal_pCREB,420.0,0.13065351013057724,0.11251439493892561,0.018687955398992644,0.684545263302947
CD4 T cells naive_stromal_pNFkB,486.0,0.024205170200045395,0.15773216770846066,0.11206379345459697,0.685848572277046
CD4 T cells naive_stromal_GranzymeB,572.0,0.0398806426840394,0.4531330637865457,0.5517451569625414,0.8668239156911446
CD4 T cells naive_stromal_Ki67,547.0,0.006658228338054913,0.20635612478940857,0.376439204108982,0.7138558557387019
CD4 T cells naive_stromal_CD44,803.0,-0.12436587945369754,0.021637567097785363,0.03913245578060386,0.5598383109751122
CD4 T cells naive_stromal_pERK,504.5,0.01565385908006231,0.2045070559252315,0.16906766129748008,0.7138558557387019
CD4 T cells naive_stromal_pMAPKAPK2,545.0,0.012858290034321762,0.6249250732346572,0.3643190490798992,0.913150180257486
CD4 T cells naive_stromal_pS6,387.0,0.23353994377088516,0.0056293710930553,0.006275002598489815,0.5410009742651076
CD4 T cells naive_tumorfront_pp38,642.5,0.005266434656253427,0.7127216105172881,0.8352177881158517,0.9383795498973699
CD4 T cells naive_tumorfront_pSTAT1,720.0,-0.007898189421211371,0.15157787973136683,0.26960842366404203,0.684545263302947
CD4 T cells naive_tumorfront_pSTAT3,608.0,0.0015400750513950082,0.8233368729413237,0.857828984280619,0.9792021464089297
CD4 T cells naive_tumorfront_CD36,723.5,-0.02493149359231059,0.13658166560258211,0.2525909810578346,0.684545263302947
CD4 T cells naive_tumorfront_E-Cadherin,628.5,0.0004394862159890073,0.9771665453977488,0.9631305947363666,0.9956472673268011
CD4 T cells naive_tumorfront_VEGF,509.5,0.015724982488340353,0.28477211211986303,0.18769653692407273,0.8027133361767951
CD4 T cells naive_tumorfront_pCREB,476.5,0.1528087132001672,0.12389637831875572,0.08935996611025884,0.684545263302947
CD4 T cells naive_tumorfront_pNFkB,548.5,0.012276986408177343,0.6143097906631565,0.38609197913495585,0.9116965091113983
